,Unnamed: 0,Ninjavan TH Reviews
1135,351," ninja, how come my expers are coming, please come, please expedited my goods, yes, please expedited …"
1136,352," My package hasn't arrived yet. Check your parcel receipt successfully sent. But I haven't received it yet. Gosh, you are a ninja. Skip where to …"
1137,353, Please order to expedite the delivery  
1138,354," Please improve the working system, the IT team too ... This is a shipping service business ... concerning the convenience of the sender & receiver ... …"
1139,355," Sorry to use ninja express for a long time, delivery is not like other fast delivery …"
1140,356, This service is very bad for Makassar South Sulawesi. Courier is not professional …
1141,357," Deliveries from Date 16 to June 24, 2020 did not arrive ... 🖓🖓🖓 …"
1142,358," The worst shipping service ever, because many were late and even many packages were lost "
1143,359," Expedition is slow and not clear .. Morning tracking status ""will be sent to the address"" then there is a notification lg transit .. More transit. Transit, how come ... How come I have 2 ninja to 2 different …"
1144,360," This insane insane package expedition is somehow stuck where, receipts are tracked still in place ""just don't understand this expedition anymore …"
1145,361, parahhhh ... the 10 day package did not arrive even though it was the same in Jakarta. On the phone to CS he said the goods were in Cideng ready to be sent from km. Even though my house is in South Jakarta. It doesn't …
1146,362," 3x I pk xpree ninja services very very very disappointing, only a very close distance with info sent 07.01 to 20.35 bs did not arrive and xkp with WA that the time has run out and please contact CS. What service is …"
1147,363, My package already 11 days still going around  
1148,364," Crazy, the courier service until CS was really bad, the telephone company never called, never asked the courier to be followed up. Luckily there is one star! If there is a zero star you deserve. …"
1149,365, Najiissss guaa ... delivery of courier parts of the trunk is like no traces. Unclear grumbles ... please update ... or replace all. Severe.!!!! It doesn't sell if the courier model is like that. Just use ninja once. …
1150,366," The expedition was unclear, the distance between the warehouse and the destination address was only 1km, almost a month had not arrived yet, with the reason the destination address was closed, there was listed my …"
1151,367," Tracking package has been sent, but I did not receive any packages! On other expeditions, I will at least WA or text if the goods are being delivered to the location. In Ninja, there is a confirmation to the recipient …"
1152,368," From June 3, 2020 the item hasn't arrived strangely enough that the reseller has received no response …"
1153,369,Poor service. Period
1154,370," Please pack me up, I can't see the recipient's information at the location, I was surprised that even though I didn't get it every day, ""weird …"
1155,371,Too long for pickup my order
1156,372," I really use ninja, shopping at Lazada using ninja eh at the shop already to the courier, the courier is not sent, from 31st May 2020 until now it's still in the same place hadeuhhhhhhhhhhhhhhhhhhhhh …"
1157,373, Ninja X Press is cool good stuff  
1158,374, Already more than 10 days the package has not been updated news stts y mash just process it will be done because of the logistics partners just how about this …
1159,375," It's so bad to make a package send not happy, ""I told you to send a number of times, I've been waiting all day for the most to be sent. Very bad. …"
1160,376, Orders for goods from Bukalapak 3 hr aren't taken ...  
1161,377," This is what comments a lot of buzzers, who are sportsmanlike in boss competition …"
1162,378,Nice office
1163,379," It's been 10 days, the goods from West Jakarta to Ciledug that were sent using Ninja didn't hear the news. Check cross tracking status. Even though using drugs should be able to take two days. …"
1164,380," The package from the 19th until now hasn't arrived yet, how come it's so bad the service is so annoying when the ninja better to the other ajj dah …"
1165,381, kapoooooooooookkkkkk sungguuuuuuh kapoooooook using ninja expresss is clearly slow to send …
1166,382," It was only the first time using ninja services, and was really disappointed. Packages from 16 May "
1167,383, Kapokkkk..kapokkkk uses ninjaaaa ...... crazy crazy crazy long time ago ... already in the warehouse depokkk kaga sent send ... want to know the address kaga visaa let me take it alone aaaaa ...... amit2 Kaga will use …
1168,384, Ninja Express Tai..In the status of the shipment has arrived to me even though I have not received the item..Can I work or not Ninja Express …
1169,385, Slow  
1170,386," Had a problem regarding the delivery of my package. But thank God, even though I have to wait a bit longer. It's great on holidays, Eid. Just wait patiently. …"
1171,387," Mantab beat the other expeditions, the pokone was regretful 100 x x using the ninja repentance delivery service, for my friend x know don't use this service, the main thing is, my package has been almost 1 week before …"
1172,388," Use this expedition for almost 3 weeks, the package hasn't arrived ... I still see ... …"
1173,389, Now it's not Xpress anymore  
1174,390," If you can't, it's a star. Worst expedition ever. Take a long time. DURING THE. Call it J & T, Sicepat and Jne, they are fellow Jakarta, for less than a day, while the Ninja Express until 3 days, said there were …"
1175,391," why is it taking so long if you use ninja, like to regret if you use this, even now the goods should have arrived but still stuck in the sorting hub, until I got a complaint because I want to use it on Eid, it was …"
1176,392," Uda 2 days my package in the ""item will be sent to the recipient's address"" Even though I need that stuff, the courier is really slow! No longer use ninja xpress …"
1177,393,"The worst expedition, they dont contact the number that given in parcel but they say they dont meet anyone in parcel's destination."
1178,394, The package has not been completed for 2 weeks ... I have been tracking the package around in Bogor-Tangerang-Jakarta. CS can't contact me …
1179,395," This is why why the package hasn't arrived even though sending from solo to Karanganyar is close to cooking for almost 5 days, please respond …"
1180,396," Not recommended for expeditions ... slow and not clever courier ... no longer use this ninja ... just name it ninja ,, not according to the name ... not really smart .. ... don't know what to do first, my package ... …"
1181,397," 3X send food to bw around, send to Purwakarta d to bw2 cirebon, then what is solo solo now there is no news, ask sm agent solo d throwing there and there let's go …"
1182,398," My shipment is stuck in Bandung, doesn't go out. it says shorting the last hub. there is no explanation as to where it is. how do you contact cs. no one has picked up the phone. I have 4 shipments all of that. …"
1183,399," So bad, the house is very close to the shipping status. The shipping status is sorting the hub in the same area as the house. This is the problem there are 2 items that are purchased and pricey especially for the …"
1184,400," The cs can't be in the hub of just throwing away 10 minutes of songs, Weve always use ninja …"
1185,401," When buying goods online, this is the most vulnerable. The tracking system is unclear, the driver has been driving for days to the destination. …"
1186,402," I regret using this ... it hasn't been 8 days yet ... where have my stuff been !!! Just change the name, don't use express, but use slow !!! …"
1187,403," Please check the receipt number NVIDSTAMP001377225 ,,, I checked repeatedly, the package was sent on May 20, 2020, ANNISA HAQ recipient, but my dtmpt works, there is no ANNISA HAQ name, sent …"
1188,404,Bad bad bad service
1189,405," Strongly do not recommend this shipping service ... Cheaper than the other ones .. cm if you want to wait a week more than Bandung to Jakarta, I don't know .. …"
1190,406," Severe slow, first and last use slow ninja  "
1191,407," The service is not good, long delivery on the phone instead of being lifted instead in the Mulu ruins what is this …"
1192,408," Phone assistance is not picked up, lht track packet should be sent to the address of the recipient now instead returned to the original route, not very clear …"
1193,409," The process is very slow, in one day, the package only moves from warehouse 1 to another warehouse. It takes 1 week to send a package from Jakarta to Central Java. …"
1194,410," delivery a long time !!!! even though it's close !!!! until 3 days, I bought the goods and sent with neighboring services the next day until lgsg! …"
1195,411," it's better to close the ninja express, you don't need to open it anymore, complaining, it's almost the same, please help the professional ones. …"
1196,412," GK can be contacted by the delivery service, my goods arrived, please give me another level of service …"
1197,413," Ugly, just the name of the original ninja is like a turtle "" …"
1198,414," Send it from Bandung to Jakarta, it hasn't arrived in 6 days. Please search, where have my 2 packages gone: No receipt: …"
1199,415, DELIVERY DEPARTMENT !!!!  
1200,416, THEN SO WOY LU OPEN THE SERVICE. CANNOT CANNOT CHARGE THE OTHER. BAD SERVICE. NYESEL PAS CHECK OUT IT WAS NOT CLICKLY THE EXPESIDENCE. STUCK ITEMS 5 DAYS NOT A ROAD STREET …
1201,417," Worst shipping service. Packages send packages for more than 2 weeks. In tracking the recipient's status is not in place, even though there has never been a courier who came home. Very very very unprofessional …"
1202,418, Jelekkk bangett. How to send a 4 day package doesn't work. Lelettt. Kapokk use this. Don't use ninja. Just use the other one. Lose far with JNT & JNE. …
1203,419, Tinpress Xpress  
1204,420," This is bad ... how come there is no phone or confirmation if the item has arrived ... instead the receipt name is ""terrace"", I was at home all day ... I lost my way where my package was ... deeply disappointed .. …"
1205,421," It was very slow, the courier also didn't use the map and then the address was answered clearly and often their packages arrived home so we had to pick them up first …"
1206,422," Bad service, this expedition. Take a long time  "
1207,423," CS no one to contact, pitched but no one picked up !! My package has been in 5 days there is no clear status of being sent to the sorting hub …"
1208,424," Too complicated, must stop at each warehouse to be sorted which makes the delivery too long ... If it were easier, surely the ninja would be the courier who recommended, please consider this criticism …"
1209,425," if you shop online first check the expedition, do not push the ninja express, this is the worst expedition in a very long time! …"
1210,426," Abal2 delivery service, the package was very old and it didn't arrive even though the distance was tight, it wasn't really recommended, this oath was the worst shipping service !!!!! …"
1211,427," Malang, Jakarta, it's not been a week yet. Crazy many who love 5 stars, definitely abal child account …"
1212,428, Its slogan 
1213,429," CS is difficult to contact, check the receipt of the manifest item has been received, but we have not received it at all. Not really recommended. …"
1214,430," I want to ask this, where do I order my goods from the 6th until now, when I haven't arrived, please help me, admin. …"
1215,431," Aseli is the first time using this, it's been a long time ... the status is unclear, the Call Center can not be called ... so that the stars will talk ... if there is a ½ star, I'll give it to you ... it's 1 star too …"
1216,432, How come my package in the marketplace hasn't been picked up yet ... And it wants to be sent at this time !! Please improve the performance again ... hadeeh ... …
1217,433," Severe,,,,  "
1218,434, Delivery slow give up  
1219,435," I won't use their services anymore. The tracking system is less informative, the CS is even less than the system. - Who's the courier's cell number? Do not know. …"
1220,436, Sorry to use this expedition ... that's right .... important items didn't arrive ... …
1221,437," Bad, the waiting period for the week hasn't arrived yet  "
1222,438," Expedition is not valid, sending until 3 times does not arrive ""The address has been given a new and more complete, still not sent too, stupid …"
1223,439," Receipt tracking on the receipt web has expired, call to CS hard to connect, once the connection is disconnected in the middle of the conversation, repeat it again until 4x !!! …"
1224,440," DON'T DO IT, IT'S SO LONG !! CS ON THE PHONE CAN DECIDE ITSELF, REPEAT PHONE, DISCONNECT AGAIN. …"
1225,441," How is it, bafu for the first time using expedition ninja exsressss is very disappointing, cook the package only jember to banguwangi already 3 days 4 days tomorrow not until it's crazy, right? …"
1226,442," Completely disappointing delivery service. Enter the shopee marketplace, order goods from the city of Pasuruan to Jakarta. 3 days the new items were picked up and entered the hun sorting in Pasuruan. 2 days later the …"
1227,443," Items that are much different from high school, cma hanging kitchen knives how come they turn into glass helmets, even though the helmet glass is clearly written in tangerang how come it can be lined up to the South …"
1228,444," The messenger is not honest, the package hasn't arrived yet but already initialed has been received by the department. Yes, I will sincerely :"
1229,445," Long time until LELET pick up !!! Sorry to use ninja, I will never use ninja to send goods …"
1230,446," Pes number 401128930311300, what's the problem with you guys, like to cancel your order org …"
1231,447," It's not been a week, it's clear  "
1232,448," Really sorry for this service. Buy milk at the estimated shoppe for only one day, 3 days until I arrived "". I have also contacted someone ... where is the milk of the child already gone ... people, if there are …"
1233,449, So slow ... don't use this expedition ... give up.  
1234,450," Very disappointed at the Pemalang region ninja service, which couriers should appreciate any kind of goods and any of these types of goods kuris is very disrespectful. Actually, cool ninja express is only just a lazy …"
1235,451, Status on the receipt is not moving 
1236,452," This express ninja turtle is his name. Crazy from 3 days ago it's still a sorting hub status !!! So slow !!! Even though my other orders used another courier expedition, it arrived at all. Kapok I use ninja express, …"
1237,453," Never use this delivery service, I swear I will regret it for the first time using glass, history can not be traced. Just take delivery in 1 city for almost 8 days until ... …"
1238,454, Rubbish  
1239,455," Couriers who send when the house is empty play throw the package to the garage. When I contacted, I got permission to climb the fence to get another package. Crazy. …"
1240,456," Called the courier when the address is incomplete, early in the morning too, good …"
1241,457," I have been waiting for the PICK UP from 9 o'clock yet, for my RATING TOPED I just got down. Telf is also not lifted …"
1242,458," Expensive things are given to people who are not recipients, the status is accepted but the package hasn't arrived in my hand, the people I receive call for more reasons, if the damaged goods are lost, what is the …"
1243,459, Until now my package has not been reached. The call center has not been lifted. …
1244,460, The items I ordered didn't arrive disappointed  
1245,461," Dreg expedition ajg, if you don't intend not to try to open services, …"
1246,462," your courier service is really bad, the shipping period does not match the address. can you read the map or not? at any time you can ask sm the surrounding environment for the address ... no responsibility at all! …"
1247,463, Mantapppp  
1248,464, Slow my customer to complain about his work  
1249,465," The most resentful of a ninja courier in Songong is very reluctant to work asked, even insisted, clearly 1 delivery 2 of these products only 1 product in the order sent to pay 2 mlz products hedeh bgt if ordered …"
1250,466, Bad service. From bandung-jakarta it only takes days until now my package hasn't arrived yet. Even though the package status is already in Jakarta. Always the reason the office closes. Though clearly Stand by waiting …
1251,467, What a mess ...  
1252,468," Geez, it's really bad, once I try to use this expedition, even though I only buy things from send and send to Depok. Until 7 days does not arrive, even though the estimated maximum is 2 days. Just use the expedition …"
1253,469," My item didn't arrive. Call the canter too, I can't work  "
1254,470," Since changing the new courier 3 times the courier has even sent goods to the shop, even though the old courier often arrived at the house ,, …"
1255,471," For the first time using Ninja Express, a message from 7 pm until now the goods are still in the packaging process .. But the shop said the item has been sent to the expedition just might not have been updated. …"
1256,472," Disappointing ... first and last use this expedition service, order goods at shopee try using this expedition. Goods have been sent from March 30, April 4, the status of the goods will be sent but apparently failed to …"
1257,473," Nothing good ”, the items from April 1 to April 7 haven't arrived either. I will give you 3 days if I don't arrive …"
1258,474, LAZADA delivery using Ninja Express. Goods never reach the buyer. Always back again. Intention to open a company or just play? SEVERE ... !!! …
1259,475, Pick up items more than 3 days .... Sent alone to the agent joglo_jakbar the package is not received. The other expedition is far different to the 7th sky ... …
1260,476," It's only ""NINJA"" but it's like a snail, so long! Called up to a dozen times, the status of all ""TRANSIT"" items is unclear when transit is not clear !!!! …"
1261,477," It's really bad, ninja xpress, the courier isn't right, the package is somehow somewhere in the center of the phone, there's no one who connects the online buying and selling, it's hard to contact, hadeh, please fix …"
1262,478," Very fast, only need a day the package arrived  "
1263,479, I just bought this item using ninja. All day at home eehh statuss packages say no org. Emg basic courier pemales. The package is not queued. …
1264,480, I am the first time using the services of Ninja Espresso .. But disappointing ... until the day my item hasn't arrived yet it's still the …
1265,481,No answer for the custumer service 👎
1266,482," I just sent the package on March 25 because I wanted it fast. Tetyata is not what I entrust the delivery is not express m3, but the same as the usual package arrived in 3 days. And the recipient does not want to …"
1267,483," The old shipping was through this expedition, how many times have I experienced ... …"
1268,484," Dear Ninja Xpress, my package hasn't arrived in 5 days, it's even difficult to contact Cs. …"
1269,485," STILL 1 CITY OF PADAHAL BUT UDH ALMOST 5 DAYS OF GOODS BLOM UNTIL 2 .. THE MOST WAY DELIVERY !!! G JLS, …"
1270,486, Already four days of goods not sampe2.  
1271,487," Just try to enter the Ninja Xpress expedition to the marketplace, but it is unfortunate that the riquest pickup in the morning has been waited until the afternoon has not yet been taken. …"
1272,488, The telephone number cannot be contacted  
1273,489," My package has not been received, why is there no email package received ... the recipient also did not write down the name of my kell, nobody received it ... delivery 30.03 .20 hours 22.24 I was at home ... there was …"
1274,490," What a mess, 24 hours more goods have not been picked up by the courier. This is one of the worst shipping services I have ever felt …"
1275,491, Compared to others far below average. Delivery is long and sometimes send out late when it's time to rest. The customer service number has never been answered. …
1276,492, The package that I sent didn't arrive Waiting all day for a packet there is no news ... suddenly the delivery confirmation failed ... even though it was awaited …
1277,493," My package has not arrived in 2 weeks, the customer service is not friendly at all. The slowest expedition in Indonesia🤮. Kapok use npres Xpres …"
1278,494, Not recommended as ANTERAJA expeditions.  
1279,495," I swear, I really don't recommend this shipping service, track the shipping history ... and even though the package is only one area from central Jakarta to North Jakarta, if I take only 3km by myself, because I use …"
1280,496," My item was taken from March 19, now, March 24, it has not been sent at all to the Jakarta area. Cs is also not enough once my credit runs out. …"
1281,497, Goods not in pickup for almost a week. Kacaw  
1282,498," It's bad, it says it arrived but I didn't receive the package, the CS can't be contacted !!!! …"
1283,499, Ugly. ... SLOW ... DISAPPOINTING ... NO MORE  
1284,500," Customer service is difficult to contact. Couriers who deliver are also not professional. Said the recipient was not in place, even though he had not yet tried to be delivered and contacted. Disappointed. No …"
1285,501," Ugly ... There's nothing to contact, poor service ... Bad, old package arrived, even though it's already a city. …"
1286,502, super slow ... 1 city just already 4 hr packages in dteng too ... next time no more …
1287,503," I'm waiting for the item in 5 days, it won't arrive ""and the courier doesn't contact the recipient. Estimated 3 working days .. This is wrong in sending or the courier has no …"
1288,504," because you entered the market place, my rating dropped bin ancur bangkee !!! ,, I sent the package many times, many times the item was also received by the original recipient, my buyer complained after bangke, the …"
1289,505, Delivery is very long even though it is near 
1290,506," The pulp extract is sure ... Fellow Jakarta 3 days not arrived, traced back and forth transit ... Hilarious oath …"
1291,507," Bad delivery, poor people, just close it ... whichever is the choice for a long time ... close it …"
1292,508, The slowest expedition  
1293,509, The slowest delivery service in the world ... the package has not arrived in a week ... sent my package woy …
1294,510," The delivery status is not detailed enough. Departed at 6 in the morning from WH Depok to the destination, at 6 in the afternoon had not been received. Even though Depok is the same. Shipments from out of town …"
1295,511," No longer using ninja experience, give up, crazy at 7 o'clock the courier said the package was successful first he said tomorrow he will immediately deliver to the destination until 2pm I wait for no one to come, I …"
1296,512, Lelet lelet is not like other expeditions  
1297,513," Very defective, the shipping is super long  "
1298,514," Please deliver my package. Why is it really long, it's the first time using Xpress ninja how come this is really, on behalf of Yaya Royadi, a package from Bandung …"
1299,515," I was very disappointed, my package was not arrived until I called to the number indicated by his father, said he would be notified to the courier who delivered, but I did not feel that I received the package while my …"
1300,516,"The shipment too long, can't track the package, don't know where the package is."
1301,517," Very disappointed with the ninja express, the courier was very slow, but I didn't want to check the receipt, it didn't work at all. My package is now where I don't know. …"
1302,518,Bad service !!!
1303,519," Where's my package, but I don't have it yet. From Jl Kosambi …"
1304,520," Ancurrrr bekasi bogor from monday to friday not until2. Change the name, don't ninja express. Kura2 express is more descriptive. …"
1305,521, The slowest of all the expeditions .. Try to order with 4 different expeditions on the same day. . In the case of the ninja pling the distance ... In fact it hasn't been done yet. Try to track down the receipt of the …
1306,522," The name only expres, he said the slowest  "
1307,523," Very bad service, sending goods next to the city from Bogor to Depok invited to travel to Tangerang and delivery information is not clear "
1308,524," Delivery is very slow, far compared to the one next.  "
1309,525," Bad performance just makes people lose money Already loses the time when the money is lost so everything loses so much trouble using ninja if you don't repent, it's just cured …"
1310,526," 2x using ninja express, really long delivery, until 5 days, even though in the same city. May this is the last time using this courier. …"
1311,527," If you are not ready in the Indonesian marketplace, do not participate if the pick-up service is taken until 3 days, it's better to close. Blokkkk …"
1312,528," Please withdraw my cod funds immediately. In 2 months I haven't received my cod money, I have contacted all ninja contacts 😔 but there was no response …"
1313,529," What kind of delivery service is this, the exact address of my active phone number is always at home, already 2 times the delivery attempt failed, I needed the item, never would I want to use this service again. …"
1314,530," Severe reasons for the status of time out even though I have been waiting all day without confirmation of goods, I have to wait on schedule …"
1315,531," It's bad, even though I'm at home and the delivery status fails to send because the recipient isn't at home …"
1316,532," so long dog! from West Jakarta to South Jakarta for almost a week, it hasn't arrived …"
1317,533," Only this time I can order from the marketplace using the Ninja Xpress expedition, confirmed the pickup before 3 pm but the courier has not come 2 days, unfortunately there is NO option to send directly to the outlet. …"
1318,534, My stuff didn't reach my address !!  
1319,535," This is the first time I have been disappointed, because the goods from West Jakarta will be sent to South Jakarta at Jamsotek Nyasarrrr in Menteng, even though the goods are gedeee, clothesline you want to use, …"
1320,536," Ninja Xpress is really fun, no need to bother to get out the package. Just wait at home just the package in the direct delivery. …"
1321,537," No longer will I use this courier ... Back to JN *, which is faster and clearer …"
1322,538," The pickup service is not clear my shop's performance is bad because the goods are not taken by the courier until the marketplace cancels the order automatically because it fails to pickup, if not able to do not have …"
1323,539," My package has not arrived in 1 week, the status is still in the process of being processed, this has passed the estimated tablets, when will my package arrive, sad that I know this …"
1324,540," Ninja Express, please improve the service, we, as sellers, feel disappointed because initially we invite cooperation every time there is a package to be pickup and the payment can later be recapled monthly. …"
1325,541," I want to order this message from the expedition, I don't know how long it's been, it's still on process. …"
1326,542," Just using this expedition has been disappointed, please don’t improve its performance for shipping so that the customer is proud of not being disappointed PDA for sending East Java to Jakarta, if necessary, …"
1327,543, a little disappointed even though I already used the one that arrived tomorrow but now it hasn't arrived until WOW! …
1328,544, Irritable delivery  
1329,545," Bad service Because of the slow pick up at the olshop, I was given 1 star. This 1 star is suitable for ninja …"
1330,546," Once in a lifetime, no more at ninja. My slow packet doesn't arrive …"
1331,547, Garbage delivery services! !! My package did not arrive and from the tracking status the package was passed here and there until more than a week ago when I complained that the package was not found and an …
1332,548, This is the worst shipping service but at the same price as other good shipping services. not equivalent to the service. until the office was friday even though friday did not close but it was said the office was …
1333,549," long delivery, express with another regular regular speed. …"
1334,550, Thank you Ninja Xpress 🙏 Don't regret sending packages through ninja Xperess Send items via Xperess ninja …
1335,551," Package delivery on December 12, 2019 until today, December 25, 2019 ... The package has not yet been contacted. This is the second time. …"
1336,552, Fast delivery  
1337,553," As the name implies, a thief courier, the item didn't arrive, the cs were only sorry, sorry, garbage …"
1338,554,Bad bad so bad
1339,555," My package has not arrived in 7 days, even though only from Jakarta to Depok, usually JNE or JNT takes 2 days. really regret using this expedition. just the customer service can't be contacted kezelll …"
1340,556," DISAPPOINTED!!! The pick up process is very, very SLOW ONCE. APALAGI PROCESS OF DELIVERY OF GOODS. COURIER LOCATION IS NOT KNOWN BY ANY OFFICE PARTIES. …"
1341,557, New item received. finally once on time .. …
1342,558, Ninja Express  
1343,559," First time using ninja, package delivery was problematic. now using ninja again because it's automatic from Zalora, the problem is the package doesn't arrive anymore. I suggest not to use Ninja at all, the delivery is …"
1344,560," Order items on the 11th, until now has not arrived too ... Hadehh😡🙄 …"
1345,561, Disappointed heavy & rich indeed do not intend to make an expedition service …
1346,562," LELETTT ... JNE OK IS FASTER THAN NINJA EXPRESS FLASH PACKS. UDH DAYS PACKAGE, NO STREET, MANDEK WAREHOUSE AT THE SEND OF MSH JABODETABEK. …"
1347,563, DO NOT RECOMMEND using this shipping service. The courier just so. Better to use another shipping service. …
1348,564, This one who gives 5 stars is definitely a fake account made by ninja henchmen. …
1349,565, Do not use this expedition. Buy items on Wednesday Wednesday with this expedition with an appointment tomorrow. Thursday awaited until evening at 22.00 did not arrive also my package. The next day the reason for the …
1350,566, Disappointed  
1351,567,Ok
1352,568, It's been disappointed twice  
1353,569, Already at the specified courier telephone number is not confirmed and there was already signed me as odd receiver when I have not received already 2 months …
1354,570, Do not use this service  
1355,571," use the ninja, the courier came angry angry, the package sent 4 refund 4 new back 3 of which 1 lost customer service can not anything. no more ninja …"
1356,572," Very disappointing, the period of my goods from 30 November to 12 December, the intention is not ... …"
1357,573," please help if you want to buy goods, it seems like my house is in the jungle, just because I parked the car, told that the road into the alley didn't arrive a minute, then the ninja shackled to call me ... why did I …"
1358,574, The messenger is unwilling to work. Goods in the pick up request from 9 o'clock are always picked up in the afternoon to the evening. Never sent the size of one cardboard box. Then the courier said that he couldn't …
1359,575, Slow ... The package arrived in 4 days and didn't arrive ... no receipt can not be lacal :
1360,576," The service was very bad, the complaint response was no solution, the packet did not arrive until I knew where my package was woyyyy. Astaghfirullah tong tong …"
1361,577," Disappointing. The first time using this expedition, the package was instead brought around and around. Even though only Jakarta, as close as it was 4 days, the goods had not arrived. Please remove that item, I want …"
1362,578, I give 4 stars .. it was 1 .. haha ​​because parno read people reviews .. …
1363,579," Initially I was hesitant to use this shipping service because there were so many negative complaints from customers. Because I want to send packages of glassware outside of Java, where other expeditions have always …"
1364,580, ninja bye I will not be using again in his very lama.pesan onlineku.pickup store pick up at 9 am his messenger 18. The new date to come pick up the 19th at 5 sore.uda so no memorandum or receipt receipt .. …
1365,581," First time using this expedition and the results were very unsatisfactory. Delivery takes almost 5 days and the package arrives damaged. Want to ask for accountability, but the admin is very slow response. Gosh. …"
1366,582," This is an expedition or public transportation, package / transit when it arrives to the customer. Order goods on Lazada to get this expedition really damn. …"
1367,583, for those who read it is not recommended for those who live outside of Java and remote areas. cma for big cities. …
1368,584," The package was sent from Jakarta to Bogor, suddenly in Lampung. Strongly not recommended ... …"
1369,585," Long time, 2 days, just waiting for pick up? He said ninja …"
1370,586,Really good delivery service
1371,587," He said the goods arrived, complained that he was investigating again, yet there was an investigation result that he even said that it was delivered ... what's the difficulty of asking the cream driver? …"
1372,588," Bye ninja 😌 Don't get rid of the list of expeditions in my online shop, …"
1373,589, Special Papua Papua Bintuni area Slow delivery …
1374,590," Comfortable, friendly staff  "
1375,591," The most chaotic companies open the area without any prior survey, promising all areas can be reached with COD but the facts on the ground turned out to be unreachable and easily cs they say that the area is …"
1376,592, Disappointed shipping Jakarta to Sumatra 1 weekly Even though Indonesia is not from abroad ... Ninja is not recommended …
1377,593," I sent the goods already taken by the courier but the status has not been picked up, I called the courier who picked up the number also cannot be deactivated wa jg disappeared .. 😭😭 ninja also cannot help because of …"
1378,594, Prlyanan good  
1379,595," Honestly, I am disappointed with the ninja express, the service is super slow ... Blm again info no receipt is tracked unclear .. I ordered goods from bandung why it arrived ""in North Maluku .. While I am from …"
1380,596," Wow, to be honest with you, I sent the goods already taken by the courier, but the status has not been picked up, when I pick up, I ask for a receipt or a receipt, such as the answer is not there. Then what about my …"
1381,597, Cheap and fast until ....  
1382,598," Thank you Ninja, especially for the courier who delivered my package. Delivery to the area of ​​the package arrived safely, the package arrived …"
1383,599," Ninja express courier is not polite motor directly into the garage of the house, without rights and without permission taking photos of the recipient and ask the status of the relationship with the recipient of the …"
1384,600, Very disappointing  
1385,601, Severe ... Many orders go to cancel because they don't pickup ... …
1386,602, Old stuff until the reasonx doesn't find the address  
1387,603,Bad bad bad ...one star still to much describe the bad service
1388,604," we are very disappointed with the service of the ninja, the package we sent and was canceled was not returned by the ninja. We want to break the cooperative relationship with Ninja Express. do not beg us to use your …"
1389,605," Where is my jancokkk package? From October 7th to October 25th, it hasn't arrived yet. Alesan didn't find the address even though I was given the complete link along …"
1390,606,Never again..
1391,607," The delivery of the old stuff is crazy ... When checking the receipt, there is a statement that the packet failed to send because the recipient is not at home ... …"
1392,608, LAMAAAA !!!!! NOT NINJA BUT HORSE SEVERE PARARHHHHHH THERE'S EVEN !!!!!!!!!!!!!! …
1393,609, Kapok old  
1394,610, Rubbish  
1395,611," Sorry, I have to be 2 star, I am disappointed that the delivery is online using this, it's very disappointed. It is listed in Pelapak 2 days delivery, the transaction is on 14/10/1019. Until now on the 18th status, …"
1396,612," How can I do this, O God? But now it doesn't reach the transit point. 😢 …"
1397,613," There is no certainty of pickup, customer service is also hanging …"
1398,614," This is really bad shipping service, the period is already more than 10 days, the package is not sent, even though the seller is fast, but from this service is really long, for my friends, do not try, just use the …"
1399,615," The shipments took almost a month to arrive, far longer than overseas shipments. The investigation report was made but still there was no clarity. …"
1400,616, Long  
1401,617, Looks ninja office  
1402,618," NEVER TRY THIS EXPEDITION, GK COMPARATELY WITH WHAT LU KORBANIN, MEALING PAY A LITTLE MORE EXPENSIVE PAKE SIC *** T, * & E, * & T MORE WORTH THE MONEY! EVEN THE CHEAP W * H * NA EXPEDITION WAS NEVER NGECEWAIN !!! …"
1403,619," Close this call expedition, disappointing  "
1404,620," Orders far outside the estimated provisions of 2-3 days, it has been 6 days before the items arrive …"
1405,621," I bought a cellphone from August 24, 2019 and at this time there is no clarity as to where the cellphone is ... when I call CS they will always be the same answer; The item is already in our warehouse in Denpasar, it …"
1406,622," Dear ninja xpress. sy, there is an online shop delivery from 2pm on 28th to 29th day, there is no driver that has picked up my package, how about the day again? …"
1407,623," Worst service ever, called many times but up to 2 days no one took the package. It's better to close it if you don't have enough couriers, no need to pick up anything. DISAPPOINTING!!!!! …"
1408,624," I was disturbed every day, contacted all the time to return goods. even though the purchase of zalora items has been returned and everything is finished ... IT'S A BAD AT ALL SYSTEM. …"
1409,625, Want to ask if this ninja express is in the ifolia shophouse HY 47 block? …
1410,626, The most reputable shipping service. .. until the items I ordered already 1 week have also not been received …
1411,627," My package was declared lost, because the courier was not responsible. very disappointed, so far I have never had an incident like this. …"
1412,628," KAPOK GAN MAKE NINJA. DELIVERY OF LELET, PADAHAL TERTERA 2 TO 3 DAYS, THIS IS WAS A WEEK OF MORE WAITING, SAMPE NOW GW WAITED ITEMS, KAPOK VERY NINJA, THEN THIS TIME I WAS EXPEDITED IN YG KAYA KINI, ONLY, WHEN THEY …"
1413,629, delivery is super duper longaaaaaaaa. just choose an express package that doesn't arrive. No longer use this courier service. …
1414,630," The package was guided by me, this is an expedition using a vehicle or walking like a ninja, very long, it's better to change its name to conch xpress if it's not regular snail …"
